"","iso3c","country","date","gdp_per_capita","teenage_mothers","total_fertility","prevalence_undernourishment","gini_index","prenatal_care","tot_pop","maternal_mortality","gdp_per_capita_one_year_before","gdp_per_capita_four_year_average","teenage_mothers_one_year_before","teenage_mothers_four_year_average","total_fertility_one_year_before","total_fertility_four_year_average","prevalence_undernourishment_one_year_before","prevalence_undernourishment_four_year_average","gini_index_one_year_before","gini_index_four_year_average","prenatal_care_one_year_before","prenatal_care_four_year_average","tot_pop_one_year_before","tot_pop_four_year_average"
"747","ITA","Italy",2018,34622.1696664741,NA,1.29,2.5,35.2,NA,60421760,5,42406.8454263606,31577.8132033616,NA,NA,3.09,2.60675,2.5,7.35,38.6,38,NA,87.6,8882800,33860945.75
"748","JAM","Jamaica",2018,5594.49358737819,NA,1.388,6.3,35.6,NA,2811835,91,34622.1696664741,39270.6678067516,NA,NA,1.29,2.43725,2.5,6.175,35.2,36.9,NA,87.6,60421760,27561995.25
"749","JOR","Jordan",2018,4146.40731063215,5.2,2.973,NA,NA,97.6,10459865,42,5594.49358737819,39268.9244383394,NA,NA,1.388,1.8695,6.3,3.45,35.6,36.4666666666667,NA,NA,2811835,18117279
"750","JPN","Japan",2018,39751.1330982711,NA,1.42,2.5,NA,NA,126811000,5,4146.40731063215,21692.4789977113,5.2,5.2,2.973,2.18525,NA,3.76666666666667,NA,36.4666666666667,97.6,97.6,10459865,20644065
"751","KAZ","Kazakhstan",2018,9812.62543137393,NA,2.84,2.5,27.8,NA,18276452,14,39751.1330982711,21028.5509156889,NA,5.2,1.42,1.76775,2.5,3.76666666666667,NA,35.4,NA,97.6,126811000,50126115
"752","KEN","Kenya",2018,1845.7834137515,NA,3.58,22.2,NA,NA,49953304,512,9812.62543137393,14826.1648569138,NA,5.2,2.84,2.15525,2.5,3.76666666666667,27.8,31.7,NA,97.6,18276452,39589788
"753","KGZ","Kyrgyz Republic",2018,1308.13978544561,NA,3.3,4.5,27.7,99.8,6322800,54,1845.7834137515,13888.9873135072,NA,5.2,3.58,2.70325,22.2,9.06666666666667,NA,27.8,NA,97.6,49953304,51375155.25
"754","KHM","Cambodia",2018,1533.31598466079,NA,2.435,4.8,NA,NA,16025238,209,1308.13978544561,13179.4204322105,NA,NA,3.3,2.785,4.5,7.925,27.7,27.75,99.8,99.8,6322800,50340889
"755","KIR","Kiribati",2018,1912.7868264794,NA,3.41,11.5,NA,NA,122261,110,1533.31598466079,3624.96615380796,NA,NA,2.435,3.03875,4.8,8.5,NA,27.75,NA,99.8,16025238,22644448.5
"756","KNA","St. Kitts and Nevis",2018,22540.3184218954,NA,1.587,NA,NA,NA,47761,NA,1912.7868264794,1650.00650258433,NA,NA,3.41,3.18125,11.5,10.75,NA,27.7,NA,99.8,122261,18105900.75
"757","KOR","Korea, Rep.",2018,33447.1562836166,NA,0.977,2.5,33.7,NA,51585058,6,22540.3184218954,6823.6402546203,NA,NA,1.587,2.683,NA,6.93333333333333,NA,27.7,NA,99.8,47761,5629515
"758","KWT","Kuwait",2018,32012.1875625902,NA,2.165,2.6,NA,NA,4317185,7,33447.1562836166,14858.394379163,NA,NA,0.977,2.10225,2.5,6.26666666666667,33.7,33.7,NA,NA,51585058,16945079.5
"759","LAO","Lao PDR",2018,2553.36041796394,NA,2.619,5.3,38.8,NA,7105006,165,32012.1875625902,22478.1122736454,NA,NA,2.165,2.03475,2.6,5.53333333333333,NA,33.7,NA,NA,4317185,14018066.25
"760","LBN","Lebanon",2018,9225.84515486901,NA,2.148,NA,NA,NA,5950839,18,2553.36041796394,22638.2556715165,NA,NA,2.619,1.837,5.3,3.46666666666667,38.8,36.25,NA,NA,7105006,15763752.5
"761","LBR","Liberia",2018,700.037039377706,NA,4.336,35.6,NA,NA,4889391,684,9225.84515486901,19309.6373547599,NA,NA,2.148,1.97725,NA,3.46666666666667,NA,36.25,NA,NA,5950839,17239522
"762","LBY","Libya",2018,11838.2958165147,NA,2.581,7.1,NA,NA,6477793,69,700.037039377706,11122.8575437002,NA,NA,4.336,2.817,35.6,14.5,NA,38.8,NA,NA,4889391,5565605.25
"763","LCA","St. Lucia",2018,11585.69187104,NA,1.436,NA,NA,NA,177888,61,11838.2958165147,6079.38460718134,NA,NA,2.581,2.921,7.1,16,NA,38.8,NA,NA,6477793,6105757.25
"764","LIE","Liechtenstein",2018,175286.679024684,NA,1.58,NA,NA,NA,38181,NA,11585.69187104,8337.46747045035,NA,NA,1.436,2.62525,NA,21.35,NA,NA,NA,NA,177888,4373977.75
"765","LKA","Sri Lanka",2018,4360.58473469252,NA,2.031,7.1,NA,NA,21670000,30,175286.679024684,49852.6759379041,NA,NA,1.58,2.48325,NA,21.35,NA,NA,NA,NA,38181,2895813.25
"766","LSO","Lesotho",2018,1162.97885412072,NA,3.139,33,NA,91.3,2198017,599,4360.58473469252,50767.8128617328,NA,NA,2.031,1.907,7.1,7.1,NA,NA,NA,NA,21670000,7090965.5
"767","LTU","Lithuania",2018,19186.359591641,NA,1.63,2.5,35.7,NA,2801543,8,1162.97885412072,48098.9836211343,NA,NA,3.139,2.0465,33,20.05,NA,NA,91.3,91.3,2198017,6021021.5
"768","LUX","Luxembourg",2018,116786.511654677,NA,1.38,2.5,35.4,NA,607950,7,19186.359591641,49999.1505512846,NA,NA,1.63,2.095,2.5,14.2,35.7,35.7,NA,91.3,2801543,6676935.25
"769","LVA","Latvia",2018,17865.0310947642,NA,1.6,2.5,35.1,NA,1927174,23,116786.511654677,35374.1087087828,NA,NA,1.38,2.045,2.5,11.275,35.4,35.55,NA,91.3,607950,6819377.5
"770","MAC","Macao SAR, China",2018,84779.4536941057,NA,1.104,5.4,NA,NA,650991,NA,17865.0310947642,38750.2202988007,NA,NA,1.6,1.93725,2.5,10.125,35.1,35.4,NA,91.3,1927174,1883671
"771","MAF","St. Martin (French part)",2018,NA,NA,2.517,NA,NA,NA,33852,NA,84779.4536941057,59654.339008797,NA,NA,1.104,1.4285,5.4,3.225,NA,35.4,NA,NA,650991,1496914.5
"772","MAR","Morocco",2018,3492.67260742188,NA,2.415,3.6,NA,88.5,35927511,78,NA,73143.6654811823,NA,NA,2.517,1.65025,NA,3.46666666666667,NA,35.25,NA,NA,33852,804991.75
"773","MCO","Monaco",2018,193968.090133158,NA,NA,NA,NA,NA,37029,NA,3492.67260742188,35379.0524654306,NA,NA,2.415,1.909,3.6,3.83333333333333,NA,35.1,88.5,88.5,35927511,9634882
"774","MDA","Moldova",2018,4156.44981956646,NA,1.809,2.5,25.7,NA,2707203,14,193968.090133158,94080.0721448952,NA,NA,NA,2.012,NA,4.5,NA,NA,NA,88.5,37029,9162345.75
"775","MDG","Madagascar",2018,512.543991506858,NA,4.043,44.7,NA,85.1,26846541,423,4156.44981956646,67205.7375200488,NA,NA,1.809,2.247,2.5,3.05,25.7,25.7,NA,88.5,2707203,9676398.75
"776","MDV","Maldives",2018,11034.7236036959,NA,1.784,NA,NA,NA,489758,49,512.543991506858,50532.4391379133,NA,NA,4.043,2.75566666666667,44.7,16.9333333333333,NA,25.7,85.1,86.8,26846541,16379571
"777","MEX","Mexico",2018,10130.3206976172,NA,1.996,3.4,46,NA,124013861,56,11034.7236036959,52417.9518869818,NA,NA,1.784,2.54533333333333,NA,23.6,NA,25.7,NA,85.1,489758,7520132.75
"778","MHL","Marshall Islands",2018,4771.35920442167,NA,2.877,NA,NA,NA,45989,NA,10130.3206976172,6458.5095280966,NA,NA,1.996,2.408,3.4,16.8666666666667,46,35.85,NA,85.1,124013861,38514340.75
"779","MKD","North Macedonia",2018,6713.98925398989,NA,1.42,2.8,33,NA,1889051,3,4771.35920442167,6612.23687431041,NA,NA,2.877,2.675,NA,24.05,NA,46,NA,85.1,45989,37849037.25
"780","MLI","Mali",2018,856.356596550603,36,6.183,4.3,36,79.5,19934298,440,6713.98925398989,8162.59818993117,NA,NA,1.42,2.01925,2.8,3.1,33,39.5,NA,NA,1889051,31609664.75
"781","MLT","Malta",2018,31785.8848300917,NA,1.23,2.5,28.7,NA,484630,4,856.356596550603,5618.00643814484,36,36,6.183,3.119,4.3,3.5,36,38.3333333333333,79.5,79.5,19934298,36470799.75
"782","MMR","Myanmar",2018,1288.50677762545,NA,2.213,3,NA,NA,52666014,215,31785.8848300917,11031.8974712635,NA,36,1.23,2.9275,2.5,3.2,28.7,32.5666666666667,NA,79.5,484630,5588492
"783","MNE","Montenegro",2018,8850.3749248372,NA,1.76,2.5,36.8,97.2,622227,5,1288.50677762545,10161.1843645644,NA,36,2.213,2.7615,3,3.15,NA,32.5666666666667,NA,79.5,52666014,18743498.25
"784","MNG","Mongolia",2018,4165.02282101895,NA,2.923,5.7,32.7,99.1,3163991,42,8850.3749248372,10695.2807822762,NA,36,1.76,2.8465,2.5,3.075,36.8,33.8333333333333,97.2,88.35,622227,18426792.25
"785","MNP","Northern Mariana Islands",2018,25862.7544529262,NA,NA,NA,NA,NA,50304,NA,4165.02282101895,11522.4473383933,NA,NA,2.923,2.0315,5.7,3.425,32.7,32.7333333333333,99.1,98.15,3163991,14234215.5
"786","MOZ","Mozambique",2018,510.380006416774,46.4,4.852,29.5,NA,94,29423878,160,25862.7544529262,10041.664744102,NA,NA,NA,2.29866666666667,NA,3.73333333333333,NA,34.75,NA,98.15,50304,14125634
"787","MRT","Mauritania",2018,1749.95423645373,NA,4.607,6.9,NA,NA,4270712,461,510.380006416774,9847.13305129978,46.4,46.4,4.852,3.17833333333333,29.5,12.5666666666667,NA,34.75,94,96.7666666666667,29423878,8315100
"788","MUS","Mauritius",2018,11643.4605962124,NA,1.41,5.9,NA,NA,1265577,50,1749.95423645373,8072.02787920391,NA,46.4,4.607,4.12733333333333,6.9,14.0333333333333,NA,32.7,NA,96.55,4270712,9227221.25
"789","MWI","Malawi",2018,537.932204050438,NA,4.14,15.7,NA,NA,18367883,392,11643.4605962124,9941.63732300228,NA,46.4,1.41,3.623,5.9,14.1,NA,NA,NA,94,1265577,8752617.75
"790","MYS","Malaysia",2018,11073.9789704691,NA,1.881,4.4,41.2,NA,32399271,22,537.932204050438,3610.43176078334,NA,46.4,4.14,3.75225,15.7,14.5,NA,NA,NA,94,18367883,13332012.5
"791","NAM","Namibia",2018,5687.38104280011,NA,3.462,18.2,NA,NA,2405680,218,11073.9789704691,6251.33150179642,NA,NA,1.881,3.0095,4.4,8.225,41.2,41.2,NA,NA,32399271,14075860.75
"792","NCL","New Caledonia",2018,36495.1959423457,NA,2.06,6.5,NA,NA,271170,NA,5687.38104280011,7235.68820338301,NA,NA,3.462,2.72325,18.2,11.05,NA,41.2,NA,NA,2405680,13609602.75
"793","NER","Niger",2018,568.599659746725,NA,7.023,11,37.3,NA,22577058,432,36495.1959423457,13448.6220399163,NA,NA,2.06,2.88575,6.5,11.2,NA,41.2,NA,NA,271170,13361001
"794","NGA","Nigeria",2018,2125.83449073877,18.7,5.447,10.6,35.1,67,198387623,1135,568.599659746725,13456.2889038404,NA,NA,7.023,3.6065,11,10.025,37.3,39.25,NA,NA,22577058,14413294.75
"795","NIC","Nicaragua",2018,1981.85912037433,NA,2.404,17.4,NA,NA,6572233,74,2125.83449073877,11219.2527839078,18.7,18.7,5.447,4.498,10.6,11.575,35.1,36.2,67,67,198387623,55910382.75
"796","NLD","Netherlands",2018,53044.5324352253,NA,1.59,2.5,28.1,NA,17231624,4,1981.85912037433,10292.8723033014,NA,18.7,2.404,4.2335,17.4,11.375,NA,36.2,NA,67,6572233,56952021
"797","NOR","Norway",2018,82792.8427113304,NA,1.56,2.5,27.6,NA,5311916,2,53044.5324352253,14430.2064265213,NA,18.7,1.59,4.116,2.5,10.375,28.1,33.5,NA,67,17231624,61192134.5
"798","NPL","Nepal",2018,1161.53435152918,NA,2.104,4.7,NA,NA,28506712,201,82792.8427113304,34986.2671894172,NA,18.7,1.56,2.75025,2.5,8.25,27.6,30.2666666666667,NA,67,5311916,56875849
"799","NRU","Nauru",2018,10985.8743965037,NA,3.67,NA,NA,NA,11924,NA,1161.53435152918,34745.1921546148,NA,NA,2.104,1.9145,4.7,6.775,NA,27.85,NA,NA,28506712,14405621.25
"800","NZL","New Zealand",2018,43228.6976473771,NA,1.71,2.5,NA,NA,4900600,8,10985.8743965037,36996.1959736471,NA,NA,3.67,2.231,NA,3.23333333333333,NA,27.85,NA,NA,11924,12765544
"801","OMN","Oman",2018,19887.5743113149,NA,2.883,4.5,NA,NA,4601157,16,43228.6976473771,34542.2372766851,NA,NA,1.71,2.261,2.5,3.23333333333333,NA,27.6,NA,NA,4900600,9682788
"802","PAK","Pakistan",2018,1620.74259148331,8.1,3.685,11,29.6,86.2,219731479,178,19887.5743113149,18815.9201766812,NA,NA,2.883,2.59175,4.5,3.9,NA,NA,NA,NA,4601157,9505098.25
"803","PAN","Panama",2018,16156.0742859681,NA,2.441,5.2,49.2,NA,4165255,47,1620.74259148331,18930.7222366698,8.1,8.1,3.685,2.987,11,6,29.6,29.6,86.2,86.2,219731479,57311290
"804","PER","Peru",2018,6912.10398761205,NA,2.26,5.9,42.4,98.1,32203944,63,16156.0742859681,20223.2722090359,NA,8.1,2.441,2.67975,5.2,5.8,49.2,39.4,NA,86.2,4165255,58349622.75
"805","PHL","Philippines",2018,3194.67270132209,NA,2.831,5.4,42.3,NA,108568836,82,6912.10398761205,11144.1237940946,NA,8.1,2.26,2.81725,5.9,6.65,42.4,40.4,98.1,92.15,32203944,65175458.75
"806","PLW","Palau",2018,16130.8206574456,NA,NA,NA,NA,NA,17864,NA,3194.67270132209,6970.89839159639,NA,8.1,2.831,2.80425,5.4,6.875,42.3,40.875,NA,92.15,108568836,91167378.5
"807","PNG","Papua New Guinea",2018,2584.32780208122,12.1,3.382,23.4,NA,76.1,9329227,199,16130.8206574456,10598.417908087,NA,NA,NA,2.51066666666667,NA,5.5,NA,44.6333333333333,NA,98.1,17864,36238974.75
"808","POL","Poland",2018,15504.5075062692,NA,1.46,2.5,30.2,NA,37974750,2,2584.32780208122,7205.48128711524,12.1,12.1,3.382,2.82433333333333,23.4,11.5666666666667,NA,42.35,76.1,87.1,9329227,37529967.75
"809","PRI","Puerto Rico",2018,31615.0667918433,NA,1.035,NA,NA,NA,3193354,18,15504.5075062692,9353.58216677953,NA,12.1,1.46,2.55766666666667,2.5,10.4333333333333,30.2,36.25,NA,76.1,37974750,38972669.25
"810","PRK","Korea, Dem. People's Rep.",2018,NA,NA,1.845,42.5,NA,NA,25638149,107,31615.0667918433,16458.6806894098,NA,12.1,1.035,1.959,NA,12.95,NA,30.2,NA,76.1,3193354,12628798.75
"811","PRT","Portugal",2018,23562.5545228191,NA,1.42,2.5,33.5,NA,10283822,11,NA,16567.9673667312,NA,12.1,1.845,1.9305,42.5,22.8,NA,30.2,NA,76.1,25638149,19033870
"812","PRY","Paraguay",2018,6242.96145417898,NA,2.561,2.9,46,NA,6443328,70,23562.5545228191,23560.7096069772,NA,NA,1.42,1.44,2.5,15.8333333333333,33.5,31.85,NA,NA,10283822,19272518.75
"813","PSE","West Bank and Gaza",2018,3562.33094270256,NA,3.712,NA,NA,NA,4569087,21,6242.96145417898,20473.5275896138,NA,NA,2.561,1.71525,2.9,15.9666666666667,46,39.75,NA,NA,6443328,11389663.25
"814","PYF","French Polynesia",2018,20614.8943681731,NA,1.789,6.3,NA,NA,297606,NA,3562.33094270256,11122.6156399002,NA,NA,3.712,2.3845,NA,15.9666666666667,NA,39.75,NA,NA,4569087,11733596.5
"815","QAT","Qatar",2018,66264.081168209,NA,1.848,NA,NA,NA,2766732,6,20614.8943681731,13495.6853219684,NA,NA,1.789,2.3705,6.3,3.9,NA,39.75,NA,NA,297606,5398460.75
"816","ROU","Romania",2018,12494.4235789649,NA,1.76,2.5,35.8,70.2,19473970,11,66264.081168209,24171.0669833159,NA,NA,1.848,2.4775,NA,4.6,NA,46,NA,NA,2766732,3519188.25
"817","RUS","Russian Federation",2018,11211.8876953125,NA,1.579,2.5,35.3,NA,145398106,9,12494.4235789649,25733.9325145124,NA,NA,1.76,2.27725,2.5,4.4,35.8,35.8,70.2,70.2,19473970,6776848.75
"818","RWA","Rwanda",2018,769.07534431698,NA,3.994,31.8,NA,NA,12531808,281,11211.8876953125,27646.3217026649,NA,NA,1.579,1.744,2.5,3.76666666666667,35.3,35.55,NA,70.2,145398106,41984103.5
"819","SAU","Saudi Arabia",2018,24175.5816431828,NA,2.546,4.7,NA,NA,35018133,17,769.07534431698,22684.8669467008,NA,NA,3.994,2.29525,31.8,12.2666666666667,NA,35.55,NA,70.2,12531808,45042654
"820","SDN","Sudan",2018,769.869140625,NA,4.681,11.5,NA,NA,41999059,293,24175.5816431828,12162.7420654443,NA,NA,2.546,2.46975,4.7,10.375,NA,35.55,NA,70.2,35018133,53105504.25
"821","SEN","Senegal",2018,1484.22707035644,14.9,4.584,6.7,38.3,97.7,15574909,277,769.869140625,9231.60345585932,NA,NA,4.681,3.2,11.5,12.625,NA,35.3,NA,NA,41999059,58736776.5
"822","SGP","Singapore",2018,66840.6373389791,NA,1.14,NA,NA,NA,5638676,7,1484.22707035644,6799.6882996203,14.9,14.9,4.584,3.95125,6.7,13.675,38.3,38.3,97.7,97.7,15574909,26280977.25
"823","SLB","Solomon Islands",2018,2450.4828877801,NA,4.157,19.8,NA,NA,659249,127,66840.6373389791,23317.5787982858,NA,14.9,1.14,3.23775,NA,7.63333333333333,NA,38.3,NA,97.7,5638676,24557694.25
"824","SLE","Sierra Leone",2018,519.649963861622,NA,4.294,26.8,35.7,NA,7861281,460,2450.4828877801,17886.3041094352,NA,14.9,4.157,3.6405,19.8,12.6666666666667,NA,38.3,NA,97.7,659249,15967973.25
"825","SLV","El Salvador",2018,4145.86235103186,NA,1.849,7.1,38.6,NA,6276342,45,519.649963861622,17823.7493152443,NA,14.9,4.294,3.54375,26.8,17.7666666666667,35.7,37,NA,97.7,7861281,7433528.75
"826","SMR","San Marino",2018,48464.5246477919,NA,NA,NA,NA,NA,34156,NA,4145.86235103186,18489.1581354132,NA,NA,1.849,2.86,7.1,17.9,38.6,37.15,NA,NA,6276342,5108887
"827","SOM","Somalia",2018,537.159290210329,NA,6.632,54,NA,NA,15411094,651,48464.5246477919,13895.1299626164,NA,NA,NA,3.43333333333333,NA,17.9,NA,37.15,NA,NA,34156,3707757
"828","SRB","Serbia",2018,7252.40366767165,NA,1.49,2.5,35,NA,6982604,11,537.159290210329,13416.7990632239,NA,NA,6.632,4.25833333333333,54,29.3,NA,37.15,NA,NA,15411094,7395718.25
"829","SSD","South Sudan",2018,NA,NA,4.696,NA,NA,NA,10395329,1275,7252.40366767165,15099.9874891764,NA,NA,1.49,3.32366666666667,2.5,21.2,35,36.8,NA,NA,6982604,7176049
"830","STP","Sao Tome and Principe",2018,1815.60549545058,NA,4.044,15.3,NA,NA,211344,149,NA,18751.3625352246,NA,NA,4.696,4.27266666666667,NA,28.25,NA,35,NA,NA,10395329,8205795.75
"831","SUR","Suriname",2018,6730.83696146221,NA,2.418,9.2,NA,84.8,593715,98,1815.60549545058,3201.72281777752,NA,NA,4.044,4.2155,15.3,23.9333333333333,NA,35,NA,NA,211344,8250092.75
"832","SVK","Slovak Republic",2018,19486.3936845505,NA,1.54,3.3,25,NA,5446771,5,6730.83696146221,5266.28204152815,NA,NA,2.418,3.162,9.2,9,NA,35,84.8,84.8,593715,4545748
"833","SVN","Slovenia",2018,26123.7471277911,NA,1.6,2.5,24.6,NA,2073894,4,19486.3936845505,9344.2787138211,NA,NA,1.54,3.1745,3.3,9.26666666666667,25,25,NA,84.8,5446771,4161789.75
"834","SWE","Sweden",2018,54589.0603860606,NA,1.76,2.5,30,NA,10175214,5,26123.7471277911,13539.1458173136,NA,NA,1.6,2.4005,2.5,7.575,24.6,24.8,NA,84.8,2073894,2081431
"835","SWZ","Eswatini",2018,4021.4455564534,NA,2.962,12.9,NA,NA,1160428,218,54589.0603860606,26732.5095399661,NA,NA,1.76,1.8295,2.5,4.375,30,26.5333333333333,NA,84.8,10175214,4572398.5
"836","SXM","Sint Maarten (Dutch part)",2018,32341.9234326649,NA,1.61,NA,NA,NA,38934,NA,4021.4455564534,26055.1616887139,NA,NA,2.962,1.9655,12.9,5.3,NA,26.5333333333333,NA,NA,1160428,4714076.75
"837","SYC","Seychelles",2018,18440.2340460932,NA,2.41,4,32.1,NA,96762,4,32341.9234326649,29269.0441257425,NA,NA,1.61,1.983,NA,5.96666666666667,NA,27.3,NA,NA,38934,3362117.5
"838","SYR","Syrian Arab Republic",2018,1111.94682922293,NA,2.886,20.1,NA,NA,19333463,31,18440.2340460932,27348.165855318,NA,NA,2.41,2.1855,4,6.46666666666667,32.1,31.05,NA,NA,96762,2867834.5
"839","TCA","Turks and Caicos Islands",2018,27207.2939602864,NA,1.723,NA,NA,NA,41487,NA,1111.94682922293,13978.8874661086,NA,NA,2.886,2.467,20.1,12.3333333333333,NA,32.1,NA,NA,19333463,5157396.75
"840","TCD","Chad",2018,720.265101427085,NA,6.464,26.8,37.5,NA,15604210,1076,27207.2939602864,19775.3495670669,NA,NA,1.723,2.15725,NA,12.05,NA,32.1,NA,NA,41487,4877661.5
"841","TGO","Togo",2018,873.565402954475,NA,4.442,19.7,42.5,NA,8046679,435,720.265101427085,11869.9349842574,NA,NA,6.464,3.37075,26.8,16.9666666666667,37.5,34.8,NA,NA,15604210,8768980.5
"842","THA","Thailand",2018,7124.55881041403,NA,1.378,6.5,36.4,NA,71127802,29,873.565402954475,7478.26782347272,NA,NA,4.442,3.87875,19.7,22.2,42.5,40,NA,NA,8046679,10756459.75
"843","TJK","Tajikistan",2018,850.666927193168,NA,3.294,10.5,NA,NA,9128132,17,7124.55881041403,8981.4208187705,NA,NA,1.378,3.50175,6.5,17.6666666666667,36.4,38.8,NA,NA,71127802,23705044.5
"844","TKM","Turkmenistan",2018,6721.34954037245,NA,2.786,5.8,NA,NA,6065066,5,850.666927193168,2392.26406049719,NA,NA,3.294,3.8945,10.5,15.875,NA,38.8,NA,NA,9128132,25976705.75
"845","TLS","Timor-Leste",2018,1241.16448533695,NA,3.452,25,NA,NA,1261845,249,6721.34954037245,3892.53517023353,NA,NA,2.786,2.975,5.8,10.625,NA,39.45,NA,NA,6065066,23591919.75
"846","TON","Tonga",2018,4649.61330094975,NA,3.349,NA,NA,NA,105150,84,1241.16448533695,3984.43494082915,NA,NA,3.452,2.7275,25,11.95,NA,36.4,NA,NA,1261845,21895711.25
"847","TTO","Trinidad and Tobago",2018,16328.1268925695,NA,1.651,12.7,NA,NA,1504709,28,4649.61330094975,3365.69856346308,NA,NA,3.349,3.22025,NA,13.7666666666667,NA,NA,NA,NA,105150,4140048.25
"848","TUN","Tunisia",2018,3577.17534204669,NA,2.174,2.5,NA,95.3,11933041,39,16328.1268925695,7235.06355480716,NA,NA,1.651,2.8095,12.7,14.5,NA,NA,NA,NA,1504709,2234192.5
"849","TUR","Turkiye",2018,9568.83618958168,NA,2.054,2.5,42.4,96.4,81407204,17,3577.17534204669,6449.02000522572,NA,NA,2.174,2.6565,2.5,13.4,NA,NA,95.3,95.3,11933041,3701186.25
"850","TUV","Tuvalu",2018,4419.25999771152,NA,3.209,NA,NA,NA,10865,NA,9568.83618958168,8530.9379312869,NA,NA,2.054,2.307,2.5,5.9,42.4,42.4,96.4,95.85,81407204,23737526
"851","TZA","Tanzania",2018,1011.60015869141,NA,4.923,22.2,40.5,NA,58090443,267,4419.25999771152,8473.34960547735,NA,NA,3.209,2.272,NA,5.9,NA,42.4,NA,95.85,10865,23713954.75
"852","UGA","Uganda",2018,793.128082237434,NA,4.932,34.1,NA,95.1,41515395,283,1011.60015869141,4644.21792200783,NA,NA,4.923,3.09,22.2,9.06666666666667,40.5,41.45,NA,95.85,58090443,37860388.25
"853","UKR","Ukraine",2018,3096.5625,NA,1.301,2.8,26.1,NA,44690584,11,793.128082237434,3948.20610705551,NA,NA,4.932,3.7795,34.1,19.6,NA,41.45,95.1,95.75,41515395,45255976.75
"854","URY","Uruguay",2018,19067.2915555737,NA,1.658,2.5,39.7,NA,3427042,18,3096.5625,2330.13768466009,NA,NA,1.301,3.59125,2.8,19.7,26.1,33.3,NA,95.1,44690584,36076821.75
"855","USA","United States",2018,63201.0458483771,NA,1.7295,2.5,41.4,NA,326838199,19,19067.2915555737,5992.14557412564,NA,NA,1.658,3.2035,2.5,15.4,39.7,35.4333333333333,NA,95.1,3427042,36930866
"856","UZB","Uzbekistan",2018,1604.25864148592,NA,2.604,2.5,NA,NA,32956100,31,63201.0458483771,21539.5069965471,NA,NA,1.7295,2.405125,2.5,10.475,41.4,35.7333333333333,NA,95.1,326838199,104117805
"857","VCT","St. Vincent and the Grenadines",2018,8399.70773102107,NA,1.873,3.2,NA,NA,105281,60,1604.25864148592,21742.2896363592,NA,NA,2.604,1.823125,2.5,2.575,NA,35.7333333333333,NA,NA,32956100,101977981.25
"858","VEN","Venezuela, RB",2018,NA,NA,2.272,22.7,NA,NA,29825653,179,8399.70773102107,23068.0759441144,NA,NA,1.873,1.966125,3.2,2.675,NA,40.55,NA,NA,105281,90831655.5
"859","VGB","British Virgin Islands",2018,NA,NA,0.917,NA,NA,NA,30335,NA,NA,24401.6707402947,NA,NA,2.272,2.119625,22.7,7.725,NA,41.4,NA,NA,29825653,97431308.25
"860","VIR","Virgin Islands (U.S.)",2018,36663.2087550584,NA,2.06,NA,NA,NA,107001,NA,NA,5001.98318625349,NA,NA,0.917,1.9165,NA,9.46666666666667,NA,NA,NA,NA,30335,15729342.25
"861","VNM","Viet Nam",2018,3267.22506911927,NA,1.937,6,35.7,NA,94914330,51,36663.2087550584,22531.4582430397,NA,NA,2.06,1.7805,NA,12.95,NA,NA,NA,NA,107001,7517067.5
"862","VUT","Vanuatu",2018,3076.8353148388,NA,3.855,10.5,NA,NA,297298,97,3267.22506911927,19965.2169120888,NA,NA,1.937,1.7965,6,14.35,35.7,35.7,NA,NA,94914330,31219329.75
"863","WSM","Samoa",2018,4189.05219052051,NA,4.109,7.7,NA,NA,209701,58,3076.8353148388,14335.7563796722,NA,NA,3.855,2.19225,10.5,8.25,NA,35.7,NA,NA,297298,23837241
"864","XKX","Kosovo",2018,4384.18868045931,NA,1.605,NA,NA,NA,1797085,NA,4189.05219052051,11799.0803323842,NA,NA,4.109,2.99025,7.7,8.06666666666667,NA,35.7,NA,NA,209701,23882082.5
"865","YEM","Yemen, Rep.",2018,701.714864673796,NA,4.043,41.1,NA,NA,30790513,176,4384.18868045931,3729.32531373447,NA,NA,1.605,2.8765,NA,8.06666666666667,NA,35.7,NA,NA,1797085,24304603.5
"866","ZAF","South Africa",2018,7067.72416483846,NA,2.418,5.7,NA,NA,57339635,125,701.714864673796,3087.9477626231,NA,NA,4.043,3.403,41.1,19.7666666666667,NA,NA,NA,NA,30790513,8273649.25
"867","ZMB","Zambia",2018,1475.19988338535,29.2,4.536,28.8,NA,96.9,17835893,145,7067.72416483846,4085.66997512302,NA,NA,2.418,3.04375,5.7,18.1666666666667,NA,NA,NA,NA,57339635,22534233.5
"868","ZWE","Zimbabwe",2018,2269.17701232332,NA,3.659,38.2,NA,NA,15052184,359,1475.19988338535,3407.20689833923,29.2,29.2,4.536,3.1505,28.8,25.2,NA,NA,96.9,96.9,17835893,26940781.5
"869","ABW","Aruba",2019,31902.8098183195,NA,1.486,NA,NA,NA,106442,NA,2269.17701232332,2878.45398130523,NA,29.2,3.659,3.664,38.2,28.45,NA,NA,NA,96.9,15052184,30254556.25
"870","AFG","Afghanistan",2019,497.741431256813,NA,4.87,26.9,NA,NA,37769499,644,31902.8098183195,10678.7277197167,NA,29.2,1.486,3.02475,NA,24.2333333333333,NA,NA,NA,96.9,106442,22583538.5
